congestion value : 26, drive info : CLMS_18_193:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/u_slice_rddata_align/dqs_read_valid_r [1]
congestion value : 3, drive info : CLMA_110_192:Q3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/rd_addr [3]
congestion value : 3, drive info : CLMA_138_173:Q1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/wr_addr [1]
congestion value : 3, drive info : CLMA_110_196:Q3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/rd_addr [7]
congestion value : 3, drive info : CLMA_110_192:Q2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/rd_addr [2]
congestion value : 3, drive info : CLMA_126_177:Q2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/rd_addr [6]
congestion value : 2, drive info : CLMA_30_181:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/data_slice_dqs_gate_cal/gatecal/N301
congestion value : 2, drive info : CLMA_22_184:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/data_slice_dqs_gate_cal/coarse_slip_step [3]
congestion value : 2, drive info : CLMA_154_177:Y2, design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/N35
congestion value : 2, drive info : CLMA_162_164:Y1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/N50
congestion value : 2, drive info : CLMA_102_180:Y0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rwptr2_b [4]
congestion value : 2, drive info : CLMS_102_205:Y1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rwptr2_b [8]
congestion value : 2, drive info : CLMS_102_181:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rrptr [3]
congestion value : 2, drive info : CLMA_110_201:Y3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rrptr [7]
congestion value : 2, drive info : CLMS_190_169:Y3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst1/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rwptr2_b [3]
congestion value : 2, drive info : CLMA_190_184:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst1/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rwptr2_b [10]
congestion value : 2, drive info : CLMA_110_192:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/N84 [2]
congestion value : 2, drive info : CLMA_182_172:Q1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst1/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/wr_addr [5]
congestion value : 2, drive info : CLMA_110_196:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/N84 [6]
congestion value : 2, drive info : CLMS_174_169:Q3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst0/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/wr_addr [3]
congestion value : 2, drive info : CLMS_186_169:Y1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst1/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/N84 [1]
congestion value : 2, drive info : CLMA_190_180:Y0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst1/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rwptr2 [14]
congestion value : 2, drive info : SRB_112_176:ZQW[4], design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/_N9455
congestion value : 2, drive info : CLMA_130_176:Y0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rrptr [7]
congestion value : 2, drive info : CLMS_170_169:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst0/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/N84 [2]
congestion value : 2, drive info : CLMS_98_173:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/dcd_wr_en
congestion value : 2, drive info : CLMA_90_148:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/N119
congestion value : 2, drive info : CLMS_74_113:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[5].timing_pre_pass/timing_cnt0 [1]
congestion value : 2, drive info : CLMS_74_117:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/TRC_LOOP[7].trc_timing/timing_cnt [4]
congestion value : 2, drive info : CLMS_74_117:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/TRC_LOOP[7].trc_timing/timing_cnt [3]
congestion value : 2, drive info : CLMA_78_132:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/mcdq_timing_rd_pass/timing_cnt1 [3]
congestion value : 2, drive info : CLMA_90_104:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[2].timing_pre_pass/timing_cnt2 [3]
congestion value : 2, drive info : CLMA_294_76:Q0, design net name : ms72xx_ctl/iic_dri_rx/fre_cnt [1]
congestion value : 2, drive info : CLMS_174_181:Q2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst0/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/wbin [14]
congestion value : 2, drive info : CLMA_62_124:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/timing_ref_pass/timing_cnt [0]
congestion value : 2, drive info : CLMA_34_168:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/dqs_gate_coarse_cal/dqs_gate_pulse_r1 [3]
congestion value : 2, drive info : CLMA_154_180:Y1, design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/N159 [2]
congestion value : 2, drive info : CLMA_18_172:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_wrlvl/_N12
congestion value : 2, drive info : CLMA_126_181:Y2, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/N84 [10]
congestion value : 2, drive info : CLMA_38_200:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_rdatapath/mcdq_prefetch_fifo/ipsxb_distributed_fifo/u_ipsxb_distributed_fifo_distributed_fifo_v1_0/wr_addr [3]
congestion value : 2, drive info : CLMA_30_128:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/right_margin [3]
congestion value : 2, drive info : CLMS_46_141:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/ddrphy_main_ctrl/main_state_reg [3]
congestion value : 2, drive info : CLMA_134_168:Q1, design net name : DDR3_Interface_Inst/axi_araddr [24]
congestion value : 2, drive info : CLMA_62_168:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/norm_cmd_l [3]
congestion value : 2, drive info : CLMS_42_141:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal_done
congestion value : 2, drive info : CLMA_46_172:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_dfi/phy_we_n_d [0]
congestion value : 2, drive info : CLMA_62_128:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/timing_act_pass/N33
congestion value : 2, drive info : CLMA_42_172:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_reset_ctrl/ddrphy_pll_lock_debounce/rise_cnt [0]
congestion value : 2, drive info : CLMA_286_73:Q2, design net name : ms72xx_ctl/iic_dri_rx/state_reg [0]
congestion value : 2, drive info : CLMA_98_164:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_sm/cnt [2]
congestion value : 2, drive info : CLMA_126_181:Y0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/N84 [8]
congestion value : 2, drive info : CLMS_22_133:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/samp_win_size [7]
congestion value : 2, drive info : CLMA_10_184:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/data_slice_wrlvl/step_cnt [3]
congestion value : 2, drive info : CLMS_38_117:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/dqsi_rdel_cal/right_margin [0]
congestion value : 2, drive info : SRB_144_156:ZSS[5], design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst0/fifo_rd_rst
congestion value : 2, drive info : CLMS_166_169:Q3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst0/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rwptr2 [5]
congestion value : 2, drive info : CLMS_34_141:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/N752
congestion value : 2, drive info : CLMA_38_144:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/cnt [12]
congestion value : 2, drive info : CLMA_78_148:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/back_rdata [41]
congestion value : 2, drive info : CLMA_50_184:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_reset_ctrl/ddrphy_dll_rst_rg
congestion value : 2, drive info : CLMS_42_181:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_reset_ctrl/dll_lock_d [1]
congestion value : 2, drive info : CLMA_38_176:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/dqs_gate_coarse_cal/_N9260
congestion value : 2, drive info : CLMA_138_144:Q2, design net name : DDR3_Interface_Inst/axi_wdata [7]
congestion value : 2, drive info : CLMS_14_129:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/_N45346
congestion value : 2, drive info : CLMA_114_148:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/_N3861
congestion value : 2, drive info : CLMS_14_149:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/dqs_rddata_align/_N44472
congestion value : 2, drive info : CLMS_14_177:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/data_slice_wrlvl/wrlvl_ck_check_seq [3]
congestion value : 2, drive info : CLMA_30_169:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/dqs_gate_coarse_cal/dqs_gate_pulse_r1 [0]
congestion value : 2, drive info : CLMS_134_149:Q1, design net name : ddr_mbus_waddr3[12]
congestion value : 2, drive info : CLMS_78_97:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/trc_pass_match [2]
congestion value : 2, drive info : CLMS_14_149:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [47]
congestion value : 2, drive info : CLMA_42_156:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/mr2_ddr3 [3]
congestion value : 2, drive info : CLMA_14_148:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [57]
congestion value : 2, drive info : CLMA_94_164:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_sm/N495 [7]
congestion value : 2, drive info : CLMA_110_168:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_bm/rowaddr_check_diff
congestion value : 2, drive info : CLMA_34_144:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/dqs_gate_coarse_cal/_N43646
congestion value : 2, drive info : CLMS_34_177:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/data_slice_dqs_gate_cal/dqs_gate_coarse_cal/dqs_gate_pulse_r2 [3]
congestion value : 2, drive info : CLMS_34_153:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/gatecal/N327
congestion value : 2, drive info : CLMS_78_125:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[6].timing_pre_pass/timing_cnt1 [0]
congestion value : 2, drive info : CLMS_70_121:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[5].timing_pre_pass/timing_cnt1 [2]
congestion value : 2, drive info : CLMS_22_161:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/gatecal/dgts_cnt [0]
congestion value : 2, drive info : CLMS_14_169:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/ddrphy_gatei
congestion value : 2, drive info : CLMS_130_181:Q1, design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/mbus_rbusy_i [0]
congestion value : 2, drive info : CLMA_14_132:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/default_samp_position [6]
congestion value : 2, drive info : CLMS_18_141:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/state_reg [1]
congestion value : 2, drive info : CLMA_58_121:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/timing_ref_pass/timing_cnt [2]
congestion value : 2, drive info : CLMS_270_85:Y2, design net name : ms72xx_ctl/_N43771
congestion value : 2, drive info : CLMA_286_73:Q3, design net name : ms72xx_ctl/iic_dri_rx/state_reg [5]
congestion value : 2, drive info : CLMA_18_196:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [81]
congestion value : 2, drive info : CLMA_34_168:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/dqs_gate_coarse_cal/dqs_gate_pulse_r1 [1]
congestion value : 2, drive info : CLMS_134_173:Q3, design net name : DDR3_Interface_Inst/axi_awaddr [27]
congestion value : 2, drive info : CLMA_118_176:Y1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rwptr2_b [9]
congestion value : 2, drive info : CLMA_138_177:Y0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/N2 [4]
congestion value : 2, drive info : CLMA_138_145:Q1, design net name : ddr_mbus_waddr3[8]
congestion value : 2, drive info : CLMA_162_160:Q2, design net name : ddr_mbus_waddr2[20]
congestion value : 2, drive info : CLMS_18_137:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [30]
congestion value : 2, drive info : CLMA_282_88:Y2, design net name : ms72xx_ctl/ms7200_ctl/N1388
congestion value : 2, drive info : CLMA_30_173:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/dqs_gate_coarse_cal/dqs_gate_pulse_r2 [1]
congestion value : 2, drive info : CLMS_130_181:Y1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rrptr [8]
congestion value : 2, drive info : CLMA_30_140:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/rdcal_state_reg [17]
congestion value : 2, drive info : CLMA_30_129:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/dqsi_rdel_cal/state_reg [6]
congestion value : 2, drive info : CLMA_138_161:Y3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/N198
congestion value : 2, drive info : CLMS_42_157:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/mr1_ddr3 [3]
congestion value : 2, drive info : CLMS_18_133:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/cnt [0]
congestion value : 2, drive info : CLMA_270_88:Y1, design net name : ms72xx_ctl/ms7200_ctl/N1366
congestion value : 2, drive info : CLMS_74_137:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/mcdq_timing_rd_pass/cmd_wr
congestion value : 2, drive info : CLMA_62_124:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/timing_ref_pass/timing_cnt [4]
congestion value : 2, drive info : CLMA_150_176:Q1, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/video_vsync_i [1]
congestion value : 2, drive info : CLMS_122_173:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/pre_data_in_valid
congestion value : 2, drive info : CLMA_30_172:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_dfi/calib_done_r
congestion value : 2, drive info : CLMA_94_168:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_sm/N495 [8]
congestion value : 2, drive info : CLMS_14_209:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [117]
congestion value : 2, drive info : CLMA_46_176:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_dfi/phy_cke_d [0]
congestion value : 2, drive info : CLMA_90_145:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/dcd_wr_addr [22]
congestion value : 2, drive info : CLMA_30_148:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/rdcal_state_reg [7]
congestion value : 2, drive info : CLMA_38_180:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/dqs_gate_coarse_cal/read_cmd_mux [2]
congestion value : 2, drive info : SRB_12_192:ZDN[5], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/adj_wrdq_en [3]
congestion value : 2, drive info : CLMS_38_173:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/dqs_gate_coarse_cal/read_cmd_mux_r2 [2]
congestion value : 2, drive info : CLMS_18_197:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [83]
congestion value : 2, drive info : CLMA_226_12:Q2, design net name : coms1_reg_config/u1/cyc_count [3]
congestion value : 2, drive info : CLMA_14_152:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [21]
congestion value : 2, drive info : CLMS_98_169:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/u_user_cmd_fifo/data_1 [19]
congestion value : 2, drive info : CLMA_126_184:Q1, design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/state_current_reg [1]
congestion value : 2, drive info : CLMS_18_177:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/logic_ck_rstn
congestion value : 2, drive info : CLMS_10_149:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [48]
congestion value : 2, drive info : CLMA_30_153:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/rdcal_state_reg [0]
congestion value : 2, drive info : CLMS_70_137:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/pipe_req_addr [6]
congestion value : 2, drive info : CLMS_18_169:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_wrlvl/N484 [4]
congestion value : 2, drive info : CLMA_102_164:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_sm/state_reg [1]
